client_id,quali_relation
1898916,Difficult client
848259,Difficult client
1817454,Difficult client
548753,Difficult client
763725,Difficult client
1916917,Difficult client
328858,Difficult client
1372665,Difficult client
1775374,Difficult client
156275,Difficult client
1319187,Difficult client
419038,Difficult client
1037216,Difficult client
494196,Difficult client
1355021,Difficult client
2050904,Difficult client
2216733,Difficult client
1788718,Difficult client
1102479,Difficult client
1991301,Difficult client
1781484,Difficult client
1242569,Difficult client
1050328,Difficult client
1108491,Difficult client
2018979,Difficult client
270017,Difficult client
1965245,Difficult client
1123869,Difficult client
1546513,Difficult client
289508,Difficult client
1751691,Difficult client
1748800,Difficult client
1155422,Difficult client
1266729,Difficult client
1879345,Difficult client
1393431,Difficult client
516823,Difficult client
268249,Difficult client
62348,Difficult client
518030,Difficult client
50233,Difficult client
1590993,Difficult client
609244,Difficult client
1302352,Difficult client
1900449,Difficult client
1498203,Difficult client
2053691,Difficult client
715424,Difficult client
2247432,Difficult client
675294,Difficult client
1560340,Difficult client
533537,Difficult client
267300,Difficult client
974537,Difficult client
1250607,Difficult client
1253778,Difficult client
920757,Difficult client
1705796,Difficult client
888729,Difficult client
2209167,Difficult client
801505,Difficult client
1064744,Difficult client
579529,Difficult client
1542223,Difficult client
67305,Difficult client
463184,Difficult client
632774,Difficult client
2090949,Difficult client
1037700,Difficult client
2221534,Difficult client
2266954,Difficult client
451299,Difficult client
360659,Difficult client
737994,Difficult client
1029443,Difficult client
392667,Difficult client
1277127,Difficult client
600007,Difficult client
1481382,Difficult client
1374258,Difficult client
2067363,Difficult client
974037,Difficult client
1679532,Difficult client
2023201,Difficult client
1936527,Difficult client
1283270,Difficult client
1416278,Difficult client
1995590,Difficult client
1057238,Difficult client
612999,Difficult client
811505,Difficult client
1150313,Difficult client
1608823,Difficult client
359366,Difficult client
559811,Difficult client
714851,Difficult client
53685,Difficult client
2057717,Difficult client
18169,Difficult client
1067901,Difficult client
998072,Difficult client
829332,Difficult client
1127884,Difficult client
778118,Difficult client
1435224,Difficult client
315889,Difficult client
461466,Difficult client
1137968,Difficult client
912654,Difficult client
1728178,Difficult client
1466539,Difficult client
1673053,Difficult client
2118937,Difficult client
2272758,Difficult client
961232,Difficult client
388069,Difficult client
788296,Difficult client
1867723,Difficult client
1594974,Difficult client
2263920,Difficult client
462844,Difficult client
1921040,Difficult client
1791578,Difficult client
2164177,Difficult client
368471,Difficult client
267311,Difficult client
1318778,Difficult client
1328031,Difficult client
1512165,Difficult client
1225424,Difficult client
2095084,Difficult client
894961,Difficult client
256411,Difficult client
1019859,Difficult client
1528034,Difficult client
1442633,Difficult client
2097885,Difficult client
4696,Difficult client
1843685,Difficult client
1745450,Difficult client
2047959,Difficult client
2269889,Difficult client
610619,Difficult client
1091086,Difficult client
280258,Difficult client
226524,Difficult client
928457,Difficult client
1953815,Difficult client
1458637,Difficult client
1074700,Difficult client
100726,Difficult client
1263283,Difficult client
800944,Difficult client
1173169,Difficult client
556722,Difficult client
567596,Difficult client
1680797,Difficult client
687584,Difficult client
869560,Difficult client
2008221,Difficult client
1067777,Difficult client
557602,Difficult client
1706246,Difficult client
287028,Difficult client
521451,Difficult client
429047,Difficult client
172975,Difficult client
832587,Difficult client
618349,Difficult client
1844957,Difficult client
91988,Difficult client
1343802,Difficult client
224600,Difficult client
805706,Difficult client
102616,Difficult client
801219,Difficult client
1903825,Difficult client
1758476,Difficult client
402184,Difficult client
1930761,Difficult client
16992,Difficult client
1686478,Difficult client
60964,Difficult client
386768,Difficult client
1204353,Difficult client
2213965,Difficult client
639846,Difficult client
2128718,Difficult client
1106036,Difficult client
150909,Difficult client
1717988,Difficult client
2042595,Difficult client
1271962,Difficult client
371839,Difficult client
2215722,Difficult client
665522,Difficult client
1879369,Difficult client
1146773,Difficult client
1780525,Difficult client
1676030,Difficult client
1182751,Difficult client
1017338,Difficult client
1178028,Difficult client
212173,Difficult client
2240772,Difficult client
742508,Difficult client
2266122,Difficult client
271347,Difficult client
393723,Difficult client
1747928,Difficult client
343579,Difficult client
178910,Difficult client
1547284,Difficult client
285995,Difficult client
237669,Difficult client
1869942,Difficult client
2239284,Difficult client
1484998,Difficult client
1300139,Difficult client
610277,Difficult client
2260753,Difficult client
1913707,Difficult client
972047,Difficult client
1885975,Difficult client
1247049,Difficult client
2163823,Difficult client
1744270,Difficult client
1754108,Difficult client
1020477,Difficult client
1653185,Difficult client
1754265,Difficult client
1248248,Difficult client
971599,Difficult client
1753056,Difficult client
1865737,Difficult client
928464,Difficult client
1148221,Difficult client
796352,Difficult client
1853481,Difficult client
1068828,Difficult client
1803064,Difficult client
2070768,Difficult client
1240887,Difficult client
751742,Difficult client
1148306,Difficult client
2146303,Difficult client
145272,Difficult client
1837165,Difficult client
1303197,Difficult client
2044906,Difficult client
1417660,Difficult client
379763,Difficult client
2003285,Difficult client
1022523,Difficult client
1261473,Difficult client
1443825,Difficult client
738462,Difficult client
209899,Difficult client
871199,Difficult client
791176,Difficult client
1099928,Difficult client
1264783,Difficult client
1554981,Difficult client
1348232,Difficult client
692195,Difficult client
891856,Difficult client
1307568,Difficult client
1187788,Difficult client
1162589,Difficult client
1587101,Difficult client
510294,Difficult client
1690516,Difficult client
1234393,Difficult client
1506304,Difficult client
1334973,Difficult client
1372343,Difficult client
1760477,Difficult client
292500,Difficult client
491461,Difficult client
1992840,Difficult client
812847,Difficult client
2110160,Difficult client
2215417,Difficult client
571240,Difficult client
393935,Difficult client
909179,Difficult client
738726,Difficult client
568874,Difficult client
1423548,Difficult client
1991982,Difficult client
1642173,Difficult client
159825,Difficult client
1910654,Difficult client
1399163,Difficult client
1958269,Difficult client
2035682,Difficult client
2079374,Difficult client
408364,Difficult client
635813,Difficult client
2214453,Difficult client
1445741,Difficult client
680348,Difficult client
1932310,Difficult client
533885,Difficult client
733145,Difficult client
1611171,Difficult client
539500,Difficult client
1854624,Difficult client
2197282,Difficult client
1452782,Difficult client
484152,Difficult client
340177,Difficult client
120187,Difficult client
1770560,Difficult client
1728378,Difficult client
1311310,Difficult client
2053037,Difficult client
846907,Difficult client
2167177,Difficult client
198372,Difficult client
1628592,Difficult client
1303239,Difficult client
1086503,Difficult client
1677414,Difficult client
1161183,Difficult client
1513141,Difficult client
974919,Difficult client
295169,Difficult client
1742991,Difficult client
2022626,Difficult client
691912,Difficult client
2165416,Difficult client
1932548,Difficult client
288660,Difficult client
264820,Difficult client
903377,Difficult client
2182235,Difficult client
1784645,Difficult client
1975806,Difficult client
1889624,Difficult client
1623332,Difficult client
90939,Difficult client
1433071,Difficult client
2086683,Difficult client
2231830,Difficult client
813686,Difficult client
159096,Difficult client
1864901,Difficult client
569941,Difficult client
9781,Difficult client
1124857,Difficult client
1228380,Difficult client
660860,Difficult client
2193451,Difficult client
842756,Difficult client
475843,Difficult client
833216,Difficult client
870408,Difficult client
1658455,Difficult client
184801,Difficult client
1836494,Difficult client
1235437,Difficult client
167796,Difficult client
198229,Difficult client
1685826,Difficult client
860942,Difficult client
260915,Difficult client
1408864,Difficult client
214025,Difficult client
1342587,Difficult client
61254,Difficult client
1151220,Difficult client
1565218,Difficult client
386240,Difficult client
1005196,Difficult client
2085897,Difficult client
1510221,Difficult client
516405,Difficult client
1091791,Difficult client
178912,Difficult client
1517277,Difficult client
341372,Difficult client
2011621,Difficult client
1528520,Difficult client
36493,Difficult client
1761373,Difficult client
497964,Difficult client
2112906,Difficult client
484473,Difficult client
2226790,Difficult client
2027538,Difficult client
490087,Difficult client
1705726,Difficult client
2212279,Difficult client
1683611,Difficult client
10148,Difficult client
1509370,Difficult client
2193584,Difficult client
1459218,Difficult client
1143138,Difficult client
1096626,Difficult client
1701042,Difficult client
762773,Difficult client
444883,Difficult client
29552,Difficult client
1120781,Difficult client
1301909,Difficult client
1970524,Difficult client
1445989,Difficult client
1663838,Difficult client
935372,Difficult client
1489003,Difficult client
1244901,Difficult client
662185,Difficult client
649568,Difficult client
872525,Difficult client
1024533,Difficult client
1217050,Difficult client
456825,Difficult client
2173634,Difficult client
757481,Difficult client
2013556,Difficult client
577744,Difficult client
1179893,Difficult client
2224871,Difficult client
887036,Difficult client
2028114,Difficult client
483274,Difficult client
2181017,Difficult client
1297514,Difficult client
466904,Difficult client
1912641,Difficult client
752406,Difficult client
1724885,Difficult client
127831,Difficult client
1095589,Difficult client
1630236,Difficult client
976880,Difficult client
522414,Difficult client
1504332,Difficult client
1953802,Difficult client
693131,Difficult client
1263160,Difficult client
623096,Difficult client
432426,Difficult client
2186806,Difficult client
1797197,Difficult client
1250277,Difficult client
1552030,Difficult client
1485060,Difficult client
320247,Difficult client
629661,Difficult client
68390,Difficult client
366722,Difficult client
1292640,Difficult client
174613,Difficult client
1366401,Difficult client
181655,Difficult client
938767,Difficult client
1103208,Difficult client
1238943,Difficult client
762428,Difficult client
55641,Difficult client
2117425,Difficult client
2165302,Difficult client
1977672,Difficult client
250839,Difficult client
719660,Difficult client
2137809,Difficult client
626314,Difficult client
949405,Difficult client
1525076,Difficult client
1476125,Difficult client
875673,Difficult client
761521,Difficult client
17986,Difficult client
122156,Difficult client
100604,Difficult client
2191998,Difficult client
940709,Difficult client
677684,Difficult client
1419723,Difficult client
1309078,Difficult client
853507,Difficult client
517326,Difficult client
599836,Difficult client
682507,Difficult client
874100,Difficult client
1277025,Difficult client
1581853,Difficult client
782333,Difficult client
2066422,Difficult client
792608,Difficult client
1358263,Difficult client
553655,Difficult client
187815,Difficult client
513728,Difficult client
731777,Difficult client
1546285,Difficult client
1500847,Difficult client
1544154,Difficult client
752920,Difficult client
1372955,Difficult client
1209624,Difficult client
1018197,Difficult client
780564,Difficult client
946412,Difficult client
2228420,Difficult client
163472,Difficult client
369216,Difficult client
177386,Difficult client
1953694,Difficult client
1777148,Difficult client
1665802,Difficult client
703643,Difficult client
1752618,Difficult client
854451,Difficult client
1812049,Difficult client
324012,Difficult client
395950,Difficult client
557533,Difficult client
933044,Difficult client
1993907,Difficult client
131882,Difficult client
1843618,Difficult client
1430176,Difficult client
1257820,Difficult client
2041677,Difficult client
1322020,Difficult client
1788036,Difficult client
575175,Difficult client
1160407,Difficult client
1959224,Difficult client
429893,Difficult client
532292,Difficult client
254713,Difficult client
1332837,Difficult client
426877,Difficult client
1790112,Difficult client
285149,Difficult client
1404490,Difficult client
559772,Difficult client
377332,Difficult client
1047379,Difficult client
1689187,Difficult client
2259196,Difficult client
1364937,Difficult client
1208171,Difficult client
1530072,Difficult client
894179,Difficult client
1673146,Difficult client
766921,Difficult client
1495874,Difficult client
418465,Difficult client
2177637,Difficult client
2071670,Difficult client
1024430,Difficult client
1599870,Difficult client
1541767,Difficult client
1519835,Difficult client
762864,Difficult client
1087991,Difficult client
481002,Difficult client
2178391,Difficult client
1242985,Difficult client
1106333,Difficult client
1678157,Difficult client
1634539,Difficult client
381374,Difficult client
2139022,Difficult client
1072925,Difficult client
1596832,Difficult client
1260334,Difficult client
2013610,Difficult client
264743,Difficult client
1682065,Difficult client
1221923,Difficult client
362218,Difficult client
1523089,Difficult client
1237344,Difficult client
1748816,Difficult client
246242,Difficult client
1920299,Difficult client
1081268,Difficult client
1577118,Difficult client
294539,Difficult client
493372,Difficult client
1518658,Difficult client
2086372,Difficult client
201675,Difficult client
2257833,Difficult client
1185415,Difficult client
169483,Difficult client
1486884,Difficult client
1575248,Difficult client
2057633,Difficult client
970098,Difficult client
1869954,Difficult client
1706231,Difficult client
96961,Difficult client
41428,Difficult client
499773,Difficult client
636685,Difficult client
569140,Difficult client
1193107,Difficult client
332354,Difficult client
1533618,Difficult client
390020,Difficult client
1250908,Difficult client
1070367,Difficult client
1768078,Difficult client
79601,Difficult client
1992301,Difficult client
695540,Difficult client
241713,Difficult client
1832496,Difficult client
1282477,Difficult client
669351,Difficult client
1637,Difficult client
1789411,Difficult client
1978463,Difficult client
108782,Difficult client
1963091,Difficult client
757404,Difficult client
590883,Difficult client
705018,Difficult client
98952,Difficult client
686550,Difficult client
696110,Difficult client
842185,Difficult client
2068497,Difficult client
1526681,Difficult client
1399766,Difficult client
30384,Difficult client
1120617,Difficult client
1794947,Difficult client
1916021,Difficult client
1155271,Difficult client
1031934,Difficult client
779329,Difficult client
66347,Difficult client
1012945,Difficult client
1401187,Difficult client
1471633,Difficult client
565415,Difficult client
2192601,Difficult client
141047,Difficult client
1803929,Difficult client
1918688,Difficult client
297733,Difficult client
1085033,Difficult client
2253515,Difficult client
1873492,Difficult client
1519747,Difficult client
2100245,Difficult client
1407215,Difficult client
918745,Difficult client
670710,Difficult client
2085514,Difficult client
1137999,Difficult client
1965309,Difficult client
1224532,Difficult client
1031228,Difficult client
2238702,Difficult client
1996009,Difficult client
793294,Difficult client
934693,Difficult client
1148033,Difficult client
595440,Difficult client
1152368,Difficult client
2057100,Difficult client
447373,Difficult client
1915613,Difficult client
2127303,Difficult client
1850112,Difficult client
2092053,Difficult client
1426888,Difficult client
1221451,Difficult client
134238,Difficult client
129310,Difficult client
1355497,Difficult client
900547,Difficult client
1388659,Difficult client
2075489,Difficult client
2156250,Difficult client
2271064,Difficult client
986048,Difficult client
1438680,Difficult client
2056641,Difficult client
556705,Difficult client
1056599,Difficult client
1545073,Difficult client
2260138,Difficult client
619337,Difficult client
1537698,Difficult client
1093312,Difficult client
585799,Difficult client
1393781,Difficult client
1321030,Difficult client
1001799,Difficult client
826186,Difficult client
25027,Difficult client
954263,Difficult client
744753,Difficult client
1512370,Difficult client
1652616,Difficult client
1974320,Difficult client
1689597,Difficult client
1736684,Difficult client
1479540,Difficult client
974487,Difficult client
1628889,Difficult client
1361720,Difficult client
2138312,Difficult client
2049263,Difficult client
2202527,Difficult client
2180929,Difficult client
185319,Difficult client
1649451,Difficult client
801774,Difficult client
1953745,Difficult client
260143,Difficult client
688942,Difficult client
1767054,Difficult client
1309770,Difficult client
1559570,Difficult client
2265473,Difficult client
1700970,Difficult client
112339,Difficult client
1403663,Difficult client
544813,Difficult client
187061,Difficult client
631387,Difficult client
1006726,Difficult client
517554,Difficult client
1242060,Difficult client
2122077,Difficult client
2110562,Difficult client
1994559,Difficult client
373038,Difficult client
1976481,Difficult client
1312940,Difficult client
560108,Difficult client
2171922,Difficult client
1997067,Difficult client
1955141,Difficult client
761314,Difficult client
2185166,Difficult client
600026,Difficult client
1246455,Difficult client
1169265,Difficult client
1841213,Difficult client
1477893,Difficult client
1697012,Difficult client
927833,Difficult client
1741378,Difficult client
1342317,Difficult client
1355612,Difficult client
928828,Difficult client
1704126,Difficult client
2217026,Difficult client
1696316,Difficult client
2221854,Difficult client
1500206,Difficult client
154897,Difficult client
414047,Difficult client
1317887,Difficult client
2143529,Difficult client
1121492,Difficult client
1708246,Difficult client
1336308,Difficult client
1628706,Difficult client
120324,Difficult client
1821055,Difficult client
782026,Difficult client
1037554,Difficult client
2222183,Difficult client
606950,Difficult client
501042,Difficult client
1392663,Difficult client
1273444,Difficult client
2121520,Difficult client
1733830,Difficult client
1098176,Difficult client
918747,Difficult client
1012700,Difficult client
1373528,Difficult client
1867774,Difficult client
271592,Difficult client
795835,Difficult client
734809,Difficult client
1627,Difficult client
97492,Difficult client
1812068,Difficult client
388586,Difficult client
2011327,Difficult client
1361938,Difficult client
267981,Difficult client
682353,Difficult client
336972,Difficult client
1021118,Difficult client
1901825,Difficult client
1092643,Difficult client
893211,Difficult client
1713946,Difficult client
895646,Difficult client
1681298,Difficult client
1052323,Difficult client
207748,Difficult client
2110835,Difficult client
2132288,Difficult client
1310959,Difficult client
115016,Difficult client
1916975,Difficult client
2021598,Difficult client
1653833,Difficult client
600095,Difficult client
1839598,Difficult client
1320193,Difficult client
204797,Difficult client
1874460,Difficult client
1018362,Difficult client
259954,Difficult client
1190465,Difficult client
1637606,Difficult client
950353,Difficult client
572856,Difficult client
100394,Difficult client
1151681,Difficult client
845385,Difficult client
1635024,Difficult client
839242,Difficult client
310501,Difficult client
249813,Difficult client
647405,Difficult client
814167,Difficult client
243396,Difficult client
2185858,Difficult client
1539945,Difficult client
1046716,Difficult client
22605,Difficult client
1667347,Difficult client
1274693,Difficult client
517536,Difficult client
639047,Difficult client
1486245,Difficult client
688524,Difficult client
1516159,Difficult client
826470,Difficult client
1131405,Difficult client
2112910,Difficult client
173518,Difficult client
104805,Difficult client
1356186,Difficult client
1418623,Difficult client
674154,Difficult client
1434898,Difficult client
31271,Difficult client
420091,Difficult client
36586,Difficult client
78009,Difficult client
1879232,Difficult client
1846619,Difficult client
1107182,Difficult client
742499,Difficult client
1613444,Difficult client
1782107,Difficult client
713941,Difficult client
1349016,Difficult client
1161169,Difficult client
743748,Difficult client
161818,Difficult client
1890548,Difficult client
93100,Difficult client
728085,Difficult client
2020240,Difficult client
925820,Difficult client
168227,Difficult client
533595,Difficult client
1209976,Difficult client
1608767,Difficult client
43913,Difficult client
1093247,Difficult client
99435,Difficult client
1824145,Difficult client
369025,Difficult client
1432383,Difficult client
310505,Difficult client
183154,Difficult client
777182,Difficult client
1504871,Difficult client
1954237,Difficult client
207656,Difficult client
784202,Difficult client
1157255,Difficult client
1665002,Difficult client
1273228,Difficult client
797188,Difficult client
981329,Difficult client
638984,Difficult client
1625556,Difficult client
1914816,Difficult client
476754,Difficult client
1996955,Difficult client
877954,Difficult client
979094,Difficult client
1431750,Difficult client
648270,Difficult client
849276,Difficult client
1026821,Difficult client
1143468,Difficult client
1248901,Difficult client
1521944,Difficult client
1699783,Difficult client
1693438,Difficult client
192858,Difficult client
2074717,Difficult client
1991792,Difficult client
1453241,Difficult client
753673,Difficult client
454245,Difficult client
1843050,Difficult client
781627,Difficult client
1449459,Difficult client
1536811,Difficult client
1898572,Difficult client
1598273,Difficult client
744033,Difficult client
1933771,Difficult client
1786705,Difficult client
857398,Difficult client
735148,Difficult client
1761001,Difficult client
199824,Difficult client
2260000,Difficult client
1805972,Difficult client
388800,Difficult client
1125073,Difficult client
145044,Difficult client
1407840,Difficult client
2097791,Difficult client
324662,Difficult client
401532,Difficult client
2130345,Difficult client
1819323,Difficult client
2158727,Difficult client
1386568,Difficult client
2214069,Difficult client
812073,Difficult client
2116357,Difficult client
1420633,Difficult client
1365597,Difficult client
1150868,Difficult client
1548808,Difficult client
85536,Difficult client
1881279,Difficult client
121434,Difficult client
119927,Difficult client
134582,Difficult client
1481985,Difficult client
899815,Difficult client
562648,Difficult client
1789401,Difficult client
2138179,Difficult client
1668095,Difficult client
1327761,Difficult client
1911718,Difficult client
898183,Difficult client
1317194,Difficult client
429735,Difficult client
2036038,Difficult client
1304139,Difficult client
1889740,Difficult client
193884,Difficult client
204923,Difficult client
705978,Difficult client
2068706,Difficult client
588931,Difficult client
2219206,Difficult client
709228,Difficult client
1846426,Difficult client
2216935,Difficult client
1401834,Difficult client
364802,Difficult client
1527916,Difficult client
1127375,Difficult client
1545819,Difficult client
1544099,Difficult client
839418,Difficult client
2149276,Difficult client
158581,Difficult client
751937,Difficult client
351472,Difficult client
737246,Difficult client
2021216,Difficult client
712112,Difficult client
2086708,Difficult client
1159692,Difficult client
2186364,Difficult client
2223911,Difficult client
435125,Difficult client
1584781,Difficult client
326754,Difficult client
2219921,Difficult client
1919899,Difficult client
431205,Difficult client
118784,Difficult client
923144,Difficult client
1738186,Difficult client
439556,Difficult client
1974207,Difficult client
1457527,Difficult client
1608960,Difficult client
74330,Difficult client
1274782,Difficult client
1001365,Difficult client
681987,Difficult client
1764774,Difficult client
586216,Difficult client
1440716,Difficult client
592980,Difficult client
2196092,Difficult client
227649,Difficult client
2042369,Difficult client
1083712,Difficult client
1879405,Difficult client
1871867,Difficult client
1957799,Difficult client
1081401,Difficult client
990171,Difficult client
1615346,Difficult client
887921,Difficult client
1006599,Difficult client
12251,Difficult client
1359719,Difficult client
2087114,Difficult client
1828031,Difficult client
1659040,Difficult client
1681034,Difficult client
2180333,Difficult client
25334,Difficult client
1626172,Difficult client
1699543,Difficult client
1197366,Difficult client
1640404,Difficult client
1672492,Difficult client
1218427,Difficult client
2136586,Difficult client
1469430,Difficult client
494869,Difficult client
981685,Difficult client
1766593,Difficult client
1716337,Difficult client
1697257,Difficult client
735571,Difficult client
776084,Difficult client
691545,Difficult client
496498,Difficult client
1378362,Difficult client
2240504,Difficult client
529235,Difficult client
458373,Difficult client
1737946,Difficult client
12028,Difficult client
1260262,Difficult client
1651394,Difficult client
1379003,Difficult client
131301,Difficult client
716032,Difficult client
854832,Difficult client
1080520,Difficult client
17932,Difficult client
813851,Difficult client
1961428,Difficult client
1153463,Difficult client
1329330,Difficult client
1535908,Difficult client
1783960,Difficult client
255794,Difficult client
1941720,Difficult client
547010,Difficult client
235687,Difficult client
146965,Difficult client
497526,Difficult client
243515,Difficult client
2134928,Difficult client
1295427,Difficult client
2219597,Difficult client
1027635,Difficult client
1962055,Difficult client
2025572,Difficult client
641914,Difficult client
2113204,Difficult client
1015890,Difficult client
1946072,Difficult client
1585567,Difficult client
